# Interactor 1 uniprot id	Interactor 1 Ensembl gene id	Interactor 1 Entrez Gene id	Interactor 2 uniprot id	Interactor 2 Ensembl gene id	Interactor 2 Entrez Gene id	Interaction type	Interaction context	Pubmed references
reactome:R-HSA-444853	-	-	uniprotkb:Q9HBX9	ENSEMBL:ENSG00000171509	EntrezGene:59350	complex	R-HSA-444839	-
uniprotkb:P61769	ENSEMBL:ENSG00000166710|ENSEMBL:ENSG00000273686	-	uniprotkb:P30101	ENSEMBL:ENSG00000167004	EntrezGene:2923	complex	R-HSA-8863933	-
uniprotkb:O15091	ENSEMBL:ENSG00000100890	EntrezGene:9692	uniprotkb:Q99714	ENSEMBL:ENSG00000072506	EntrezGene:3028	complex	R-HSA-6785726	18984158
uniprotkb:Q96FI4	ENSEMBL:ENSG00000140398	EntrezGene:79661	reactome:R-HSA-5649670	-	-	reaction	R-HSA-5649673	11904416
uniprotkb:P32121	ENSEMBL:ENSG00000141480	EntrezGene:409	uniprotkb:Q8TEY7	ENSEMBL:ENSG00000077254	EntrezGene:23032	complex	R-HSA-6783034	-
reactome:R-HSA-140811	-	-	reactome:R-HSA-5603321	-	-	reaction	R-HSA-141040	468991|2538457
uniprotkb:Q07890	ENSEMBL:ENSG00000100485	EntrezGene:6655	reactome:R-HSA-5674631	-	-	reaction	R-HSA-428535	-
reactome:R-HSA-917784	-	-	uniprotkb:Q30201	ENSEMBL:ENSG00000010704	EntrezGene:3077	reaction	R-HSA-5691154	9465039
uniprotkb:P09471	ENSEMBL:ENSG00000087258	EntrezGene:2775	reactome:R-HSA-167436	-	-	reaction	R-HSA-167429	16892066
uniprotkb:Q8TEB7	ENSEMBL:ENSG00000133135	EntrezGene:79589	uniprotkb:Q96FW1	ENSEMBL:ENSG00000167770	EntrezGene:55611	complex	R-HSA-6782606	-
reactome:R-HSA-193932	-	-	reactome:R-HSA-445758	-	-	complex	R-HSA-446643	-
uniprotkb:Q9P2U7	ENSEMBL:ENSG00000104888	EntrezGene:57030	uniprotkb:P63027	ENSEMBL:ENSG00000220205	EntrezGene:6844	complex	R-HSA-264795	-
uniprotkb:Q9P031	ENSEMBL:ENSG00000133773	EntrezGene:29080	reactome:R-HSA-5683838	-	-	complex	R-HSA-5685200	-
uniprotkb:O60674	ENSEMBL:ENSG00000096968	EntrezGene:3717	uniprotkb:P10912	ENSEMBL:ENSG00000112964	EntrezGene:2690	complex	R-HSA-1169228	-
ChEBI:28815	-	-	uniprotkb:P11362-19	ENSEMBL:ENSG00000077782	EntrezGene:2260	reaction	R-HSA-190245	16597617
uniprotkb:Q15369	ENSEMBL:ENSG00000154582	EntrezGene:6921	uniprotkb:Q15370	ENSEMBL:ENSG00000103363	EntrezGene:6923	reaction	R-HSA-112435	7660129|7660130|7660122
uniprotkb:Q9UDY2	ENSEMBL:ENSG00000119139	EntrezGene:9414	uniprotkb:P46937	ENSEMBL:ENSG00000137693	EntrezGene:10413	reaction	R-HSA-2064421	20868367
reactome:R-HSA-5656093	-	-	reactome:R-HSA-110279	-	-	complex	R-HSA-5656146	-
reactome:R-HSA-5654303	-	-	uniprotkb:Q06124	ENSEMBL:ENSG00000179295	EntrezGene:5781	complex	R-HSA-5654312	-
reactome:R-HSA-171156	-	-	uniprotkb:P01130	ENSEMBL:ENSG00000130164	EntrezGene:3949	complex	R-HSA-171108	-
reactome:R-HSA-190328	-	-	uniprotkb:P29353-3	ENSEMBL:ENSG00000160691	EntrezGene:6464	reaction	R-HSA-5654425	9045692|18840094|7559490|9480847
uniprotkb:Q9P2R7	ENSEMBL:ENSG00000136143	EntrezGene:8803	uniprotkb:P53597	ENSEMBL:ENSG00000163541	EntrezGene:8802	complex	R-HSA-156625	-
reactome:R-HSA-5649637	-	-	uniprotkb:P06746	ENSEMBL:ENSG00000070501	EntrezGene:5423	complex	R-HSA-5651790	-
uniprotkb:P48426	ENSEMBL:ENSG00000150867	EntrezGene:5305	uniprotkb:P48426	ENSEMBL:ENSG00000150867	EntrezGene:5305	complex	R-HSA-1806252	-
reactome:R-HSA-6802626	-	-	uniprotkb:P15056	ENSEMBL:ENSG00000157764	EntrezGene:673	complex	R-HSA-6802666	-
reactome:R-HSA-8945701	-	-	uniprotkb:Q9UPQ9	ENSEMBL:ENSG00000100354	EntrezGene:23112	complex	R-HSA-8945704	-
uniprotkb:P45984	ENSEMBL:ENSG00000050748	EntrezGene:5601	uniprotkb:P15336	ENSEMBL:ENSG00000115966	EntrezGene:1386	reaction	R-HSA-168053	10878576
reactome:R-HSA-1591226	-	-	reactome:R-HAL-8982085	-	-	complex	R-HSA-1591233	22388039|22388039
reactome:R-HSA-936373	-	-	reactome:R-HSA-913727	-	-	complex	R-HSA-936400	-
uniprotkb:Q6GPI1	ENSEMBL:ENSG00000168928	EntrezGene:440387	uniprotkb:Q6GPI1	ENSEMBL:ENSG00000168928	EntrezGene:440387	complex	R-HSA-1604683	-
ChEBI:28666	-	-	uniprotkb:Q13304	ENSEMBL:ENSG00000144230	EntrezGene:2840	reaction	R-HSA-391937	16990797
reactome:R-HSA-432792	-	-	uniprotkb:P35609	ENSEMBL:ENSG00000077522	EntrezGene:88	complex	R-HSA-432793	17959602|17959602|17959602
uniprotkb:P78368	ENSEMBL:ENSG00000133275	EntrezGene:1455	reactome:R-HSA-1458897	-	-	reaction	R-HSA-201691	16341017|14731402|15084453|17569865|16341016|11336703
uniprotkb:P54646	ENSEMBL:ENSG00000162409	EntrezGene:5563	uniprotkb:O43741	ENSEMBL:ENSG00000131791	EntrezGene:5565	complex	R-HSA-163747	-
reactome:R-NUL-421114	-	-	uniprotkb:P18760	-	EntrezGene:12631	complex	R-NUL-421108	-
uniprotkb:P20061	ENSEMBL:ENSG00000134827	EntrezGene:6947	ChEBI:28911	-	-	complex	R-HSA-3132765	-
uniprotkb:Q8TCZ2	ENSEMBL:ENSG00000102181	EntrezGene:83692	uniprotkb:P14209	ENSEMBL:ENSG00000002586	EntrezGene:4267	complex	R-HSA-8867105	-
uniprotkb:Q04206	ENSEMBL:ENSG00000173039	EntrezGene:5970	uniprotkb:P19838	ENSEMBL:ENSG00000109320	EntrezGene:4790	complex	R-HSA-5624488	-
uniprotkb:O00481	ENSEMBL:ENSG00000026950	EntrezGene:11119	uniprotkb:O60437	ENSEMBL:ENSG00000118898	EntrezGene:5493	reaction	R-HSA-8938431	25637025
reactome:R-HSA-168907	-	-	uniprotkb:Q9Y4K3	ENSEMBL:ENSG00000175104	EntrezGene:7189	complex	R-HSA-177693	14982987|16306937|20047764|16115877
reactome:R-HSA-5637464	-	-	uniprotkb:Q14790	ENSEMBL:ENSG00000064012	EntrezGene:841	complex	R-HSA-3371390	-
reactome:R-HSA-1250305	-	-	uniprotkb:P04626	ENSEMBL:ENSG00000141736	EntrezGene:2064	complex	R-HSA-1963579	-
uniprotkb:P61088	ENSEMBL:ENSG00000177889	EntrezGene:7334	uniprotkb:Q13404	ENSEMBL:ENSG00000244687	EntrezGene:7335	complex	R-HSA-8948017	-
uniprotkb:P04436	-	-	uniprotkb:P04435	-	-	complex	R-HSA-198183	15723809|21167756|22006319|20080535|14764708|15723809|21167756|22006319|20080535|14764708|15723809|21167756|22006319|20080535|14764708|15723809|21167756|22006319|20080535|14764708|15723809|21167756|22006319|20080535|14764708|15723809|21167756|22006319|20080535|14764708|15723809|21167756|22006319|20080535|14764708|15723809|21167756|22006319|20080535|14764708|15723809|21167756|22006319|20080535|14764708|15723809|21167756|22006319|20080535|14764708|15723809|21167756|22006319|20080535|14764708|15723809|21167756|22006319|20080535|14764708
uniprotkb:Q92831	ENSEMBL:ENSG00000114166	EntrezGene:8850	uniprotkb:Q09472	ENSEMBL:ENSG00000100393	EntrezGene:2033	complex	R-HSA-5250942	21559432|23555303
uniprotkb:Q04725	ENSEMBL:ENSG00000065717	EntrezGene:7089	uniprotkb:Q14469	ENSEMBL:ENSG00000114315	EntrezGene:3280	complex	R-HSA-1911448	-
reactome:R-HSA-173610	-	-	uniprotkb:P05155	ENSEMBL:ENSG00000149131	EntrezGene:710	complex	R-HSA-8959917	15388251|10904115
uniprotkb:Q9H9S0	ENSEMBL:ENSG00000111704	EntrezGene:79923	uniprotkb:P48431	ENSEMBL:ENSG00000181449	EntrezGene:6657	reaction	R-HSA-2972967	20505756|17068183|22215994|17506876|17567999|16153702|20526341|19829295
uniprotkb:O75473	ENSEMBL:ENSG00000139292	EntrezGene:8549	uniprotkb:Q2I0M5	ENSEMBL:ENSG00000101282	EntrezGene:343637	complex	R-HSA-4641211	-
reactome:R-HSA-918190	-	-	uniprotkb:Q7Z434	ENSEMBL:ENSG00000088888	EntrezGene:57506	complex	R-HSA-983461	-
uniprotkb:P11912	ENSEMBL:ENSG00000105369	EntrezGene:973	uniprotkb:P40259	ENSEMBL:ENSG00000007312	EntrezGene:974	complex	R-HSA-983684	11071869|9341187|12456653|9697839|21822214|11071869|9341187|12456653|9697839|21822214|11071869|9341187|12456653|9697839|21822214|11071869|9341187|12456653|9697839|21822214|11071869|9341187|12456653|9697839|21822214|11071869|9341187|12456653|9697839|21822214
ChEBI:17002	-	-	uniprotkb:P02647	ENSEMBL:ENSG00000118137	EntrezGene:335	complex	R-HSA-174626	-
uniprotkb:Q06643	ENSEMBL:ENSG00000204487|ENSEMBL:ENSG00000206437|ENSEMBL:ENSG00000223448|ENSEMBL:ENSG00000227507|ENSEMBL:ENSG00000231314|ENSEMBL:ENSG00000236237|ENSEMBL:ENSG00000236925|ENSEMBL:ENSG00000238114	EntrezGene:4050	uniprotkb:P01374	ENSEMBL:ENSG00000226979|ENSEMBL:ENSG00000230279|ENSEMBL:ENSG00000231408	EntrezGene:4049	complex	R-HSA-5668762	-
uniprotkb:P08151	ENSEMBL:ENSG00000111087	EntrezGene:2735	uniprotkb:Q9UMX1	ENSEMBL:ENSG00000107882	EntrezGene:51684	reaction	R-HSA-5610723	20956384|19622347|20360384|14611647|9601642|16155214|19684112|19533801|10433824|16459298|10564661|12068298|12426310|11960000|19371734|16061793|24854174
uniprotkb:A6H8Y1	ENSEMBL:ENSG00000145734|ENSEMBL:ENSG00000273873	EntrezGene:55814	uniprotkb:Q92994	ENSEMBL:ENSG00000185024	EntrezGene:2972	complex	R-HSA-83719	-
ChEBI:17996	-	-	uniprotkb:Q13002	ENSEMBL:ENSG00000164418	EntrezGene:2898	complex	R-HSA-451324	-
uniprotkb:P29400	ENSEMBL:ENSG00000188153	EntrezGene:1287	uniprotkb:Q14031	ENSEMBL:ENSG00000197565	EntrezGene:1288	complex	R-HSA-2682388	-
reactome:R-HSA-2011924	-	-	ChEBI:28815	-	-	complex	R-HSA-2050638	-
uniprotkb:P09972	ENSEMBL:ENSG00000109107	EntrezGene:230	uniprotkb:P09972	ENSEMBL:ENSG00000109107	EntrezGene:230	complex	R-HSA-70456	-
reactome:R-HSA-167070	-	-	ChEBI:17677	-	-	complex	R-HSA-170726	-
uniprotkb:Q9UBV2	ENSEMBL:ENSG00000071537	EntrezGene:6400	uniprotkb:Q9GZP9	ENSEMBL:ENSG00000072849	EntrezGene:51009	complex	R-HSA-8866892	-
uniprotkb:Q9UBP5	ENSEMBL:ENSG00000135547	EntrezGene:23493	uniprotkb:Q13950-1	ENSEMBL:ENSG00000124813	EntrezGene:860	reaction	R-HSA-9008177	16025100
reactome:R-HSA-8933468	-	-	ChEBI:55424	-	-	reaction	R-HSA-6799981	16354652|16054449|14506276
uniprotkb:Q96AQ7	ENSEMBL:ENSG00000187288	EntrezGene:63924	uniprotkb:O60543	ENSEMBL:ENSG00000176194	EntrezGene:1149	complex	R-HSA-8856629	-
uniprotkb:Q9Y5Y7	ENSEMBL:ENSG00000133800	EntrezGene:10894	uniprotkb:Q12891	ENSEMBL:ENSG00000068001	EntrezGene:8692	complex	R-HSA-2160891	-
reactome:R-BAN-5211351	-	-	uniprotkb:P46734-3	ENSEMBL:ENSG00000034152	EntrezGene:5606	reaction	R-HSA-5211400	7854123|10580119
uniprotkb:P08754	ENSEMBL:ENSG00000065135	EntrezGene:2773	reactome:R-HSA-167436	-	-	reaction	R-HSA-167429	16892066
reactome:R-HSA-3209140	-	-	uniprotkb:Q9UPQ9	ENSEMBL:ENSG00000100354	EntrezGene:23112	complex	R-HSA-3209134	18365017|22336108|18365017|22336108|18365017|22336108|18365017|22336108|18365017|22336108|18365017|22336108|18365017|22336108|18365017|22336108|18365017|22336108
uniprotkb:Q717R9	ENSEMBL:ENSG00000205795	EntrezGene:192668	uniprotkb:A6NIH7	ENSEMBL:ENSG00000175970	EntrezGene:84747	reaction	R-HSA-5624131	22085962|22884633|19850956
reactome:R-HSA-73693	-	-	reactome:R-HSA-73685	-	-	complex	R-HSA-73694	-
uniprotkb:Q9UNE0	ENSEMBL:ENSG00000135960	EntrezGene:10913	uniprotkb:Q92838	ENSEMBL:ENSG00000158813	EntrezGene:1896	reaction	R-HSA-5669012	20979233|24070496|14656435|10484778
ChEBI:18420	-	-	uniprotkb:Q9Y5L3	ENSEMBL:ENSG00000054179	EntrezGene:954	complex	R-HSA-8851095	10510450
reactome:R-HSA-68440	-	-	reactome:R-HSA-68436	-	-	complex	R-HSA-5651799	18342608|12226657|17720710|18342608|12226657|17720710|18342608|12226657|17720710|18342608|12226657|17720710|18342608|12226657|17720710|18342608|12226657|17720710
uniprotkb:O43516	ENSEMBL:ENSG00000115935	EntrezGene:7456	uniprotkb:Q9NZQ3	ENSEMBL:ENSG00000213672	EntrezGene:51517	complex	R-HSA-2197680	-
uniprotkb:O60229	ENSEMBL:ENSG00000160145	EntrezGene:8997	uniprotkb:Q16659	ENSEMBL:ENSG00000069956	EntrezGene:5597	complex	R-HSA-5692723	-
uniprotkb:O95630	ENSEMBL:ENSG00000124356	EntrezGene:10617	uniprotkb:Q92783	ENSEMBL:ENSG00000136738	EntrezGene:8027	reaction	R-HSA-5693061	10383417
uniprotkb:P46531	ENSEMBL:ENSG00000148400	EntrezGene:4851	uniprotkb:Q13573	ENSEMBL:ENSG00000100603	EntrezGene:22938	complex	R-HSA-2220969	-
uniprotkb:P29084	ENSEMBL:ENSG00000197265	EntrezGene:2961	uniprotkb:P29083	ENSEMBL:ENSG00000153767	EntrezGene:2960	complex	R-HSA-109633	22441827|10022900|22137580|24997600|22231121|23932780|25675981
reactome:R-HSA-2311340	-	-	uniprotkb:O35254	-	-	complex	R-NUL-2422980	-
uniprotkb:Q9NZQ7	ENSEMBL:ENSG00000120217	EntrezGene:29126	uniprotkb:Q15116	ENSEMBL:ENSG00000188389|ENSEMBL:ENSG00000276977	EntrezGene:5133	complex	R-HSA-388800	-
uniprotkb:O95398	ENSEMBL:ENSG00000079337	EntrezGene:10411	ChEBI:17489	-	-	reaction	R-HSA-392834	9789079
reactome:R-HSA-264969	-	-	reactome:R-HSA-1799325	-	-	complex	R-HSA-1799324	-
uniprotkb:Q92692	ENSEMBL:ENSG00000130202	EntrezGene:5819	uniprotkb:Q15762	ENSEMBL:ENSG00000150637	EntrezGene:10666	reaction	R-HSA-199144	15607800|16904340
reactome:R-HSA-8870462	-	-	reactome:R-HSA-8875311	-	-	complex	R-HSA-8870467	-
reactome:R-HSA-6782066	-	-	reactome:R-HSA-6782066	-	-	reaction	R-HSA-6782131	16246722|22081108|24402227|17466626|8078911
uniprotkb:Q9H1E1	ENSEMBL:ENSG00000165799	EntrezGene:84659	reactome:R-ALL-6788957	-	-	reaction	R-HSA-6803063	23302724|22327069|27089320|25075772|20180804|16940129|18673279
uniprotkb:Q15465	ENSEMBL:ENSG00000164690	EntrezGene:6469	uniprotkb:Q9NQ36	ENSEMBL:ENSG00000175356	EntrezGene:57758	complex	R-HSA-5362543	-
uniprotkb:P48431	ENSEMBL:ENSG00000181449	EntrezGene:6657	uniprotkb:Q9H9S0	ENSEMBL:ENSG00000111704	EntrezGene:79923	reaction	R-HSA-2972965	21791611|17068183|19329776|17506876|16153702|20526341|15881652
uniprotkb:P46527	ENSEMBL:ENSG00000111276	EntrezGene:1027	uniprotkb:P24385	ENSEMBL:ENSG00000110092	EntrezGene:595	complex	R-HSA-141298	-
uniprotkb:Q8IV77	ENSEMBL:ENSG00000132259	EntrezGene:1262	uniprotkb:Q14028	ENSEMBL:ENSG00000070729	EntrezGene:1258	complex	R-HSA-5624059	16782012
reactome:R-HSA-374555	-	-	uniprotkb:P16333	ENSEMBL:ENSG00000158092	EntrezGene:4690	complex	R-HSA-373677	-
reactome:R-HSA-158770	-	-	uniprotkb:P08254	ENSEMBL:ENSG00000149968	EntrezGene:4314	reaction	R-HSA-1592371	7826345|3058116
reactome:R-HSA-1181140	-	-	reactome:R-HSA-1226022	-	-	complex	R-HSA-1225883	-
uniprotkb:A5D8V6	ENSEMBL:ENSG00000167987	EntrezGene:55048	uniprotkb:Q9UK41	ENSEMBL:ENSG00000160948	EntrezGene:51160	complex	R-HSA-184398	20448139|22405001|21757351|18005716
uniprotkb:Q9ULX9	ENSEMBL:ENSG00000185022	EntrezGene:23764	uniprotkb:Q16621	ENSEMBL:ENSG00000123405	EntrezGene:4778	complex	R-HSA-1008229	-
reactome:R-HSA-8871141	-	-	uniprotkb:Q14C86	ENSEMBL:ENSG00000165219	EntrezGene:26130	complex	R-HSA-8871142	-
reactome:R-HSA-8950647	-	-	reactome:R-HSA-622267	-	-	complex	R-HSA-8985392	-
uniprotkb:Q9H9H4	ENSEMBL:ENSG00000139722	EntrezGene:79720	uniprotkb:Q99816	ENSEMBL:ENSG00000074319	EntrezGene:7251	complex	R-HSA-184398	20448139|22405001|21757351|18005716
reactome:R-HSA-2855087	-	-	ChEBI:28009	-	-	complex	R-HSA-2855065	17215869
uniprotkb:P09917	ENSEMBL:ENSG00000012779|ENSEMBL:ENSG00000275565	EntrezGene:240	ChEBI:29108	-	-	complex	R-HSA-2237880	-
reactome:R-HSA-5419272	-	-	uniprotkb:Q9UGC7	ENSEMBL:ENSG00000112031	EntrezGene:54516	reaction	R-HSA-5419264	22569235|17803939|9838146|18429816|20075246|24352605|20421313
reactome:R-HSA-156786	-	-	uniprotkb:P07204	ENSEMBL:ENSG00000178726	EntrezGene:7056	reaction	R-HSA-141046	2538457
uniprotkb:O00401	ENSEMBL:ENSG00000106299	EntrezGene:8976	uniprotkb:Q8TF74	ENSEMBL:ENSG00000171475	EntrezGene:147179	complex	R-HSA-2197683	-
reactome:R-HSA-437110	-	-	uniprotkb:P06241	ENSEMBL:ENSG00000010810	EntrezGene:2534	reaction	R-HSA-879917	9590251|9259313|8995358|7537740
uniprotkb:P01189	ENSEMBL:ENSG00000115138	EntrezGene:5443	uniprotkb:P33032	ENSEMBL:ENSG00000176136	EntrezGene:4161	complex	R-HSA-388602	-
reactome:R-HSA-1220652	-	-	uniprotkb:P19174	ENSEMBL:ENSG00000124181	EntrezGene:5335	reaction	R-HSA-1247841	15284455|17712310|16953218|16187797|17177598
reactome:R-HSA-109630	-	-	reactome:R-HSA-71307	-	-	complex	R-HSA-109632	-
uniprotkb:P56377	ENSEMBL:ENSG00000182287	EntrezGene:8905	uniprotkb:Q10567	ENSEMBL:ENSG00000100280	EntrezGene:162	complex	R-HSA-167717	-
reactome:R-HSA-1852595	-	-	uniprotkb:Q9HCE1	ENSEMBL:ENSG00000155363	EntrezGene:4343	complex	R-HSA-1852597	-
uniprotkb:P53778	ENSEMBL:ENSG00000188130	EntrezGene:6300	uniprotkb:P15923	ENSEMBL:ENSG00000071564	EntrezGene:6929	reaction	R-HSA-448948	-
reactome:R-HSA-1252007	-	-	uniprotkb:P46937	ENSEMBL:ENSG00000137693	EntrezGene:10413	reaction	R-HSA-1254251	12807903|15023535|19047365
reactome:R-MTU-1222425	-	-	uniprotkb:P9WG67	-	-	reaction	R-HSA-1222485	14871480
reactome:R-HSA-8864386	-	-	reactome:R-HSA-8864416	-	-	reaction	R-HSA-8864412	9182571|10648798
reactome:R-HSA-448361	-	-	uniprotkb:Q9NRM6	ENSEMBL:ENSG00000056736	EntrezGene:55540	complex	R-HSA-448378	-
uniprotkb:P22455	ENSEMBL:ENSG00000160867	EntrezGene:2264	uniprotkb:P22455	ENSEMBL:ENSG00000160867	EntrezGene:2264	complex	R-HSA-2038938	19809159
reactome:R-HSA-187952	-	-	uniprotkb:P06400	ENSEMBL:ENSG00000139687	EntrezGene:5925	complex	R-HSA-187965	-
reactome:R-HSA-5618323	-	-	reactome:R-HSA-190512	-	-	complex	R-HSA-5618322	-
reactome:R-HSA-72526	-	-	reactome:R-HSA-72529	-	-	reaction	R-HSA-72722	2491852|3356695
reactome:R-HSA-8852152	-	-	uniprotkb:P32121	ENSEMBL:ENSG00000141480	EntrezGene:409	complex	R-HSA-8852170	-
ChEBI:18357	-	-	uniprotkb:P35368	ENSEMBL:ENSG00000170214	EntrezGene:147	complex	R-HSA-390633	-
uniprotkb:O75581	ENSEMBL:ENSG00000070018|ENSEMBL:ENSG00000281324	EntrezGene:4040	uniprotkb:Q9ULV1	ENSEMBL:ENSG00000174804	EntrezGene:8322	complex	R-HSA-4641176	-
reactome:R-HSA-2902189	-	-	uniprotkb:Q9NR61	ENSEMBL:ENSG00000128917	EntrezGene:54567	reaction	R-HSA-2769000	19524514|18824585|18824583
uniprotkb:Q07889	ENSEMBL:ENSG00000115904	EntrezGene:6654	reactome:R-HSA-217287	-	-	reaction	R-HSA-205039	11756498
uniprotkb:Q9Y2T6	ENSEMBL:ENSG00000135898	EntrezGene:9290	ChEBI:2700	-	-	reaction	R-HSA-419426	2263478|7498464|7775459|7689702
reactome:R-HSA-5577100	-	-	ChEBI:29103	-	-	reaction	R-HSA-5577050	24591645|10646604|18093912
uniprotkb:O15041	ENSEMBL:ENSG00000170381	EntrezGene:9723	uniprotkb:Q9Y4D7	ENSEMBL:ENSG00000004399	EntrezGene:23129	reaction	R-HSA-416683	15550623
reactome:R-HSA-109844	-	-	uniprotkb:P04049	ENSEMBL:ENSG00000132155	EntrezGene:5894	reaction	R-HSA-5675194	15664191|20674547
uniprotkb:Q9UHF3	-	-	uniprotkb:P56817	ENSEMBL:ENSG00000186318	EntrezGene:23621	reaction	R-HSA-5693001	17425515|19011241
uniprotkb:P17706-2	ENSEMBL:ENSG00000175354	EntrezGene:5771	reactome:R-HSA-873824	-	-	reaction	R-HSA-997326	11909529|12138178
uniprotkb:Q16623	ENSEMBL:ENSG00000106089	EntrezGene:6804	uniprotkb:Q8N145	ENSEMBL:ENSG00000168481	EntrezGene:203190	complex	R-HSA-5682751	-
uniprotkb:Q99743	ENSEMBL:ENSG00000170485	EntrezGene:4862	uniprotkb:O00327	ENSEMBL:ENSG00000133794	EntrezGene:406	reaction	R-HSA-400228	9576906|9616112|11441146|11441147
reactome:R-HSA-1250309	-	-	uniprotkb:P04626	ENSEMBL:ENSG00000141736	EntrezGene:2064	complex	R-HSA-8863839	-
uniprotkb:Q9Y6N7	ENSEMBL:ENSG00000169855	EntrezGene:6091	uniprotkb:O75093	ENSEMBL:ENSG00000187122	EntrezGene:6585	reaction	R-HSA-8985799	21600986
reactome:R-HSA-111682	-	-	uniprotkb:Q9UBU9	ENSEMBL:ENSG00000162231	EntrezGene:10482	reaction	R-HSA-77587	-
ChEBI:29108	-	-	uniprotkb:Q9Y227	ENSEMBL:ENSG00000197217	EntrezGene:9583	complex	R-HSA-8851222	9556635
uniprotkb:P02452	ENSEMBL:ENSG00000108821	EntrezGene:1277	uniprotkb:P08123	ENSEMBL:ENSG00000164692	EntrezGene:1278	complex	R-HSA-2396048	-
uniprotkb:P40763	ENSEMBL:ENSG00000168610	EntrezGene:6774	uniprotkb:Q14765	ENSEMBL:ENSG00000138378	EntrezGene:6775	complex	R-HSA-8950427	19161421
uniprotkb:O14862	ENSEMBL:ENSG00000163568	EntrezGene:9447	ChEBI:16991	-	-	reaction	R-HSA-844619	19158676|19158679|19158675
reactome:R-HSA-8939903	-	-	uniprotkb:Q15672	ENSEMBL:ENSG00000122691	EntrezGene:7291	complex	R-HSA-8940046	21931630
uniprotkb:P61769	ENSEMBL:ENSG00000166710|ENSEMBL:ENSG00000273686	-	uniprotkb:P30504	ENSEMBL:ENSG00000206435|ENSEMBL:ENSG00000206452	EntrezGene:3107	complex	R-HSA-198911	7629517|15580655
uniprotkb:P63208	ENSEMBL:ENSG00000113558	EntrezGene:6500	uniprotkb:P62877	ENSEMBL:ENSG00000100387	EntrezGene:9978	complex	R-HSA-8854059	25654763
uniprotkb:Q8BZZ3	-	EntrezGene:107568	uniprotkb:A2A884	-	EntrezGene:16656	complex	R-HSA-9008106	16728642
uniprotkb:Q969M2	ENSEMBL:ENSG00000135355	EntrezGene:84694	uniprotkb:Q969M2	ENSEMBL:ENSG00000135355	EntrezGene:84694	complex	R-HSA-375334	-
uniprotkb:Q8NDV7	ENSEMBL:ENSG00000090905	EntrezGene:27327	uniprotkb:Q9HCE1	ENSEMBL:ENSG00000155363	EntrezGene:4343	complex	R-HSA-8938486	17589498|17589498|17589498|17589498|17589498|17589498|17589498|17589498|17589498
reactome:R-HSA-110151	-	-	uniprotkb:Q53HV7	ENSEMBL:ENSG00000123415	EntrezGene:23583	complex	R-HSA-110163	-
uniprotkb:O75874	ENSEMBL:ENSG00000138413	EntrezGene:3417	uniprotkb:O75874	ENSEMBL:ENSG00000138413	EntrezGene:3417	complex	R-HSA-389557	15173171
reactome:R-HSA-451336	-	-	reactome:R-HSA-4551543	-	-	reaction	R-HSA-4551570	21316585
uniprotkb:O15379	ENSEMBL:ENSG00000171720	EntrezGene:8841	uniprotkb:P20393	ENSEMBL:ENSG00000126368	EntrezGene:9572	reaction	R-HSA-5663265	8622974
uniprotkb:O15530	ENSEMBL:ENSG00000140992	EntrezGene:5170	ChEBI:16618	-	-	reaction	R-HSA-2316429	9895304
reactome:R-HSA-933465	-	-	reactome:R-HSA-913727	-	-	complex	R-HSA-933467	-
uniprotkb:Q6ZS82	ENSEMBL:ENSG00000186326	EntrezGene:388531	uniprotkb:O75916-3	ENSEMBL:ENSG00000108370	EntrezGene:8787	complex	R-HSA-2648990	-
reactome:R-HSA-5672812	-	-	uniprotkb:Q9H063	ENSEMBL:ENSG00000179632	EntrezGene:84232	reaction	R-HSA-8944454	20516213|20233713
uniprotkb:P0DMV8	ENSEMBL:ENSG00000204389|ENSEMBL:ENSG00000215328|ENSEMBL:ENSG00000234475|ENSEMBL:ENSG00000235941|ENSEMBL:ENSG00000237724	EntrezGene:3303	reactome:R-HSA-3371438	-	-	complex	R-HSA-3371563	20809635|20084477|7828728
uniprotkb:Q9Y6K9	ENSEMBL:ENSG00000269335	EntrezGene:8517	uniprotkb:O15111	ENSEMBL:ENSG00000213341	EntrezGene:1147	reaction	R-HSA-5228840	24369075
reactome:R-HSA-1638788	-	-	uniprotkb:Q9NTI5	ENSEMBL:ENSG00000083642	EntrezGene:23047	complex	R-HSA-2468165	-
uniprotkb:P24941	ENSEMBL:ENSG00000123374	EntrezGene:1017	reactome:R-HSA-187932	-	-	reaction	R-HSA-187959	8033208|7958856
reactome:R-HSA-187547	-	-	reactome:R-HSA-187522	-	-	complex	R-HSA-187565	-
reactome:R-HSA-5672695	-	-	reactome:R-HSA-2028645	-	-	complex	R-HSA-5672696	11741534
uniprotkb:P23443	ENSEMBL:ENSG00000108443	EntrezGene:6198	uniprotkb:P62753	ENSEMBL:ENSG00000137154	EntrezGene:6194	reaction	R-HSA-165726	15809305
ChEBI:29108	-	-	uniprotkb:Q15166	ENSEMBL:ENSG00000105852	EntrezGene:5446	complex	R-HSA-8932639	-
uniprotkb:O43255	ENSEMBL:ENSG00000181788	EntrezGene:6478	reactome:R-HSA-5658558	-	-	reaction	R-HSA-5660753	18070888
reactome:R-HSA-8876451	-	-	uniprotkb:P50395	ENSEMBL:ENSG00000057608	EntrezGene:2665	complex	R-HSA-8876453	-
